ID;Rooms;District;Meters;Floor;House;Price;Interier
233204869;1;Железнодорожный;31.7/6.5;1/5;Нет данных;1950000;Нет данных
233204875;3;Самарский;131.3/67.0/27.0;1/2;Нет данных;15000000;Косметический
233240316;1;Самарский;19.0;1/2; Кирпичный;1050000;Косметический
233366363;3;Кировский;58.0/45.0/6.0;4/5; Панельный;2900000;Косметический
233429776;2;Самарский;65.2/36.0/8.6;3/3;Нет данных;2860000;Косметический
233463583;3;Самарский;102.0/53.6/15.6;2/10; Кирпичный;9500000;Косметический
233513212;1;Самарский;33.0/17.0/8.0;3/7; Кирпичный;2999000;Косметический
233573068;2;Ленинский;41.0/32.0/6.0;2/5; Кирпичный;3000000;Косметический
233597626;2;Советский;44.5/27.9/5.4;3/5; Панельный;2450000;Без ремонта
233608126;2;Железнодорожный;46.0/32.0/6.0;5/5; Панельный;2200000;Косметический
233686427;2;Железнодорожный;45.0/30.0/6.0;3/5; Панельный;2380000;Косметический
233687208;1;Красноглинский;35.1/18.0/12.0;2/3; Кирпичный;1400000;Косметический
233727097;2;Кировский;51.4/30.8/6.2;2/2;Нет данных;1650000;Косметический
233758517;1;Самарский;27.1/14.4/3.9;2/2; Кирпичный;1650000;Косметический
233808967;1;Красноглинский;33.0/18.0/12.0;3/3; Кирпичный;1400000;Косметический
233854277;1;Самарский;40.0/20.0/12.0;1/6; Кирпичный;3250000;Косметический
233908780;2;Кировский;43.4/32.0/6.0;4/5; Кирпичный;2300000;Косметический
233909270;1;Самарский;27.0/14.2/5.0;2/2; Кирпичный;1700000;Косметический
233909271;3;Самарский;70.0/46.0/22.0;4/4; Кирпичный;4750000;Косметический
233953877;3;Октябрьский;142.8/64.0/17.5;4/9; Кирпичный;9100000;Евроремонт
233954588;3;Кировский;59.0/38.0/6.0;5/5; Кирпичный;2760000;Косметический
233960933;1;Промышленный;32.0/18.0/5.5;1/5; Панельный;1790000;Косметический
233961356;3;Самарский;69.5/46.0/14.0;2/2; Кирпичный;3200000;Без ремонта
233991805;1;Самарский;60.0/24.0/16.0;3/10; Кирпичный;4900000;Косметический
234061484;2;Самарский;74.0/30.0/13.0;6/8;Нет данных;7000000;Нет данных
234061486;1;Самарский;62.0/22.0/9.0;3/7;Нет данных;4550000;Нет данных
234066713;1;Советский;47.0/17.0/12.0;5/32; Монолитный;2100000;Нет данных
234082810;2;Кировский;33.6/24.0/4.0;9/9; Кирпичный;1570000;Косметический
234146768;1;Куйбышевский;50.58;1/16; Кирпичный;1896750;Нет данных
234153354;3;Железнодорожный;104.0/57.0/16.0;6/10; Кирпичный;6799000;Косметический
234153368;2;Железнодорожный;72.0/32.0/11.0;5/25; Монолитный;3900000;Без ремонта
234153436;1;Железнодорожный;48.0/10.0/20.0;5/20; Кирпичный;3600000;Косметический
234153573;1;Железнодорожный;39.0/20.5/9.0;3/22; Монолитный;2999000;Косметический
234153595;2;Железнодорожный;73.0/34.0/11.0;15/25; Монолитный;3900000;Без ремонта
234174553;3;Самарский;65.0/42.0/8.0;5/5; Кирпичный;5100000;Косметический
234236254;3;Ленинский;70.0/53.9/8.8;1/2; Кирпичный;2770000;Без ремонта
234259645;1;Самарский;66.7/30.0/10.0;8/10; Кирпичный;3890000;Без ремонта
234281287;1;Промышленный;22.0/12.6;3/5;Нет данных;940000;Косметический
234313849;2;Самарский;52.3;2/5;Нет данных;3400000;Нет данных
234319234;2;Самарский;45.0;1/2; Кирпичный;1500000;Косметический
234421870;2;Октябрьский;80.0/45.0/13.0;13/21; Монолитный;7500000;Дизайнерский
234430049;3;Самарский;56.0/35.0/9.0;2/2; Сталинский;2300000;Косметический
234456215;1;Самарский;62.0/20.0/25.0;3/7; Кирпичный;4590000;Косметический
234478823;1;Железнодорожный;36.7/18.0/11.1;3/5; Монолитный;1999000;Косметический
234508944;3;Промышленный;103.0/55.8/17.4;2/10; Панельный;6990000;Косметический
234516276;1;Красноглинский;31.8/19.4/5.6;5/5; Панельный;1250000;Без ремонта
234525640;2;Ленинский;41.0;2/5;Нет данных;3000000;Косметический
234525646;2;Железнодорожный;63.0;9/19;Нет данных;5000000;Дизайнерский
234552805;3;Советский;77.3/49.4/7.2;3/5; Кирпичный;4000000;Косметический
234621488;2;Железнодорожный;42.0;5/5;Нет данных;2600000;Косметический
234696723;3;Железнодорожный;76.0/12.2;12/12;Нет данных;4800000;Нет данных
234705788;2;Ленинский;43.5/30.4/3.4;1/2;Нет данных;1800000;Косметический
234731199;3;Железнодорожный;100.0/50.0/20.0;3/19; Монолитный;5400000;Косметический
234745713;1;Куйбышевский;49.72;5/16; Кирпичный;1914220;Нет данных
234749146;2;Самарский;30.0/20.0/7.0;1/2; Кирпичный;1350000;Косметический
234755248;3;Ленинский;64.1/36.0/7.4;1/9; Панельный;3600000;Косметический
234778446;3;Октябрьский;60.0/40.0/7.0;5/5; Кирпичный;3890000;Косметический
234811536;2;Октябрьский;89.8;1/2;Нет данных;7000000;Нет данных
234822474;3;Самарский;50.4/33.0/7.1;1/2; Кирпичный;2450000;Косметический
234837411;1;Куйбышевский;43.93;5/24; Кирпичный;1713270;Нет данных
235009243;1;Самарский;33.3/7.0;1/2; Кирпичный;2370000;Косметический
235120834;3;Промышленный;53.0/38.0/5.4;5/5; Кирпичный;1870000;Косметический
235142474;1;Промышленный;37.5/15.5/9.5;2/19; Монолитный;3300000;Евроремонт
235157384;3;Железнодорожный;60.3/46.0/6.0;5/5; Кирпичный;3600000;Косметический
235168126;1;Железнодорожный;48.0/20.0/20.0;18/20; Монолитный;4850000;Косметический
235204692;1;Куйбышевский;43.17;2/24; Кирпичный;1705215;Нет данных
235204695;1;Куйбышевский;49.72;12/24; Кирпичный;1864500;Нет данных
235241459;2;Самарский;30.0/21.0/7.0;2/2; Кирпичный;1850000;Косметический
235242975;3;Самарский;133.0/84.0/22.0;4/6;Нет данных;8350000;Нет данных
235273178;3;Октябрьский;106.84;6/24; Монолитный;5876200;Нет данных
235273179;3;Октябрьский;106.5;14/24; Монолитный;5964000;Нет данных
235273181;3;Октябрьский;106.1;24/24; Монолитный;6047700;Нет данных
235340988;2;Ленинский;54.0/32.0/12.0;3/10; Кирпичный;4650000;Дизайнерский
235363661;2;Самарский;41.0/28.0/6.0;3/4; Кирпичный;3000000;Косметический
235407038;2;Кировский;41.0/27.2/6.1;1/5;Нет данных;1868000;Без ремонта
235470894;1;Октябрьский;35.6;2/3;Нет данных;1850000;Нет данных
235535965;3;Промышленный;60.0/43.0/8.0;4/9; Панельный;3800000;Косметический
235631616;1;Куйбышевский;51.26;3/16; Кирпичный;1922250;Нет данных
235644935;2;Железнодорожный;55.0/30.0/8.0;10/12; Панельный;3280000;Косметический
235694944;1;Железнодорожный;30.4;3/5;Нет данных;2050000;Косметический
235724840;1;Куйбышевский;43.11;9/16; Кирпичный;1702845;Нет данных
235765115;1;Промышленный;22.0;3/5;Нет данных;940000;Косметический
235784802;1;Промышленный;40.0/20.0/5.2;9/9; Кирпичный;1200000;Нет данных
235786567;4;Железнодорожный;63.4;3/5;Нет данных;3800000;Нет данных
235790127;1;Кировский;36.0/19.0/7.0;2/10; Кирпичный;1960000;Косметический
235803261;2;Промышленный;44.0/29.0/6.0;8/9; Кирпичный;2435000;Косметический
235805548;1;Куйбышевский;46.03;2/24; Кирпичный;1818185;Нет данных
235837158;3;Ленинский;61.0/37.1/8.1;2/2; Кирпичный;3100000;Косметический
235837162;2;Самарский;33.0/17.2/7.9;2/3; Деревянный;1200000;Косметический
235838669;3;Самарский;107.0;3/6;Нет данных;10990000;Нет данных
235905077;1;Кировский;32.5/20.3/6.5;3/5; Кирпичный;1600000;Косметический
235935633;1;Кировский;43.0/19.0/10.0;1/17; Кирпичный;2500000;Косметический
236008538;2;Самарский;32.0/24.0;3/4; Кирпичный;1800000;Косметический
236084777;1;Кировский;36.3/19.9/8.0;5/10; Панельный;2400000;Нет данных
236085186;1;Самарский;33.4/18.0/7.0;1/5; Кирпичный;2500000;Нет данных
236104743;2;Промышленный;42.5/29.7/5.0;5/5;Нет данных;1920000;Без ремонта
236127251;3;Самарский;81.0/26.3/30.3;7/10; Кирпичный;8000000;Дизайнерский
236141262;2;Советский;71.62/35.3/11.0;23/32; Монолитный;3200000;Нет данных
236152251;1;Самарский;19.0/12.0/3.0;1/2; Кирпичный;1050000;Косметический
236182444;2;Самарский;64.0/8.0;1/2; Кирпичный;2950000;Косметический
236206577;3;Железнодорожный;60.0/43.0/6.0;1/5; Кирпичный;3500000;Косметический
236209919;4;Самарский;126.0;3/5;Нет данных;10700000;Нет данных
236244510;1;Железнодорожный;31.0/18.0/5.7;1/5; Панельный;1750000;Нет данных
236304342;3;Промышленный;77.0;6/9; Кирпичный;7200000;Евроремонт
236328178;2;Железнодорожный;66.59/35.9/10.1;2/8; Кирпичный;3662450;Нет данных
236328180;1;Железнодорожный;47.28/18.6/11.6;7/8; Кирпичный;2694960;Нет данных
236431603;2;Самарский;85.6;3/9;Нет данных;8560000;Нет данных
236446928;3;Кировский;61.1/38.0/8.6;1/9; Кирпичный;3350000;Косметический
236450447;2;Самарский;92.1/49.0/19.6;2/6; Кирпичный;7600000;Косметический
236470335;1;Кировский;32.6;1/5;Нет данных;1500000;Без ремонта
236494609;1;Красноглинский;35.1/18.0/11.5;3/3; Кирпичный;1300000;Без ремонта
236499724;2;Железнодорожный;82.2/37.7/21.3;10/12; Кирпичный;9200000;Дизайнерский
236539064;3;Красноглинский;70.0/9.5;4/9; Панельный;2900000;Косметический
236569671;2;Ленинский;67.7/36.0/17.5;15/16; Кирпичный;6000000;Дизайнерский
236575205;2;Кировский;50.0;5/12;Нет данных;2400000;Нет данных
236579224;3;Железнодорожный;50.0/34.0/5.3;5/5; Панельный;2550000;Косметический
236585883;1;Октябрьский;30.0/16.0/6.0;2/5; Кирпичный;2300000;Евроремонт
236591752;1;Октябрьский;32.7/17.0/7.1;5/9; Кирпичный;2700000;Косметический
236599444;2;Самарский;50.0/30.0/7.0;1/3; Кирпичный;3200000;Косметический
236614395;4;Самарский;261.5/129.0/18.1;5/6; Кирпичный;23500000;Евроремонт
236680659;1;Куйбышевский;29.0/16.3/6.0;1/5; Блочный;1250000;Косметический
236707504;3;Промышленный;72.9;5/10;Нет данных;4500000;Нет данных
236726789;3;Самарский;50.0/40.0/8.0;1/2; Кирпичный;2890000;Без ремонта
236756135;1;Самарский;40.3/19.0/10.0;2/7; Кирпичный;3280000;Косметический
236795459;2;Кировский;74.0/42.0/15.0;13/16; Кирпичный;6500000;Нет данных
236859028;2;Железнодорожный;58.6/32.0/8.0;1/5;Нет данных;3200000;Нет данных
236859032;2;Железнодорожный;39.9/24.4/6.2;9/9;Нет данных;2900000;Нет данных
236859052;1;Промышленный;30.0/17.0/6.0;4/6;Нет данных;1850000;Нет данных
236859060;3;Ленинский;60.0/38.0/8.0;2/9;Нет данных;3800000;Нет данных
236859063;3;Железнодорожный;50.0/40.0/6.0;5/5;Нет данных;2900000;Нет данных
236859080;3;Железнодорожный;73.0/46.6/9.2;11/12;Нет данных;4100000;Нет данных
236915985;2;Железнодорожный;45.0/25.0/6.0;3/5;Нет данных;2400000;Нет данных
236919699;3;Самарский;50.0/35.0/10.0;1/1;Нет данных;2200000;Нет данных
236919723;2;Самарский;33.0/24.0/7.0;1/2;Нет данных;1250000;Нет данных
236919817;2;Самарский;49.0/30.0/8.0;1/3;Нет данных;2199000;Нет данных
236919929;2;Самарский;40.0/29.0/6.0;4/4;Нет данных;2800000;Нет данных
236934908;2;Октябрьский;45.0/32.0/6.0;2/5; Панельный;2999000;Нет данных
236935794;1;Железнодорожный;40.0/20.0/10.0;7/20; Кирпичный;3500000;Евроремонт
236958418;2;Кировский;40.5/32.0/6.0;2/2; Кирпичный;1550000;Без ремонта
236958447;1;Красноглинский;33.6/17.0/10.0;1/3; Кирпичный;1550000;Косметический
236968961;1;Кировский;15.6/9.0/3.0;5/5;Нет данных;730000;Нет данных
237020704;1;Октябрьский;60.0/20.0/18.5;6/22; Монолитный;5200000;Дизайнерский
237038368;2;Кировский;42.0/27.0/7.0;5/5; Кирпичный;1720000;Косметический
237043306;2;Кировский;44.0/26.0/6.0;1/5; Панельный;2450000;Косметический
237111021;2;Кировский;61.3/23.5/16.5;12/16;Нет данных;3065000;Без ремонта
237117025;1;Промышленный;29.3/17.0/6.0;4/6; Панельный;1850000;Косметический
237133105;3;Железнодорожный;109.0/63.0/19.0;4/16; Кирпичный;8500000;Евроремонт
237147489;2;Промышленный;57.0/35.0/10.0;5/5; Кирпичный;2129000;Без ремонта
237166832;2;Кировский;72.3/19.6;8/16; Кирпичный;3615000;Без ремонта
237175657;1;Самарский;33.2/18.1/8.1;3/7; Кирпичный;2900000;Косметический
237176049;3;Самарский;94.0/54.0/15.0;2/4; Сталинский;5200000;Дизайнерский
237214164;1;Кировский;33.0/20.3/6.5;3/5; Кирпичный;1560000;Без ремонта
237227066;2;Кировский;36.6/22.0/6.4;2/2;Нет данных;1690000;Нет данных
237231125;2;Железнодорожный;41.6/7.5;5/9;Нет данных;2790000;Косметический
237242083;2;Кировский;40.7/29.3/5.2;3/3;Нет данных;1950000;Нет данных
237293625;3;Советский;100.0;19/32; Монолитный;4100000;Нет данных
237294064;2;Советский;72.0/36.0;23/32; Монолитный;3200000;Нет данных
237300938;2;Железнодорожный;43.7/28.0/6.0;3/5; Панельный;2850000;Косметический
237300943;1;Промышленный;34.5/18.0/10.0;5/9; Кирпичный;1510000;Косметический
237300944;1;Промышленный;34.4/18.0/10.0;6/9; Кирпичный;1610000;Косметический
237382158;1;Ленинский;44.65/19.7/12.4;20/26;Нет данных;3050000;Нет данных
237386745;1;Красноглинский;33.6/17.0/11.5;3/3; Кирпичный;1530000;Косметический
237386759;3;Советский;71.0/42.5/9.7;9/10; Панельный;3850000;Косметический
237402119;1;Ленинский;25.1/15.0/6.1;1/2;Нет данных;1100000;Нет данных
237405833;2;Железнодорожный;35.0/26.3;4/9;Нет данных;2300000;Нет данных
237418222;3;Промышленный;56.0/40.0/7.5;9/9; Панельный;3650000;Косметический
237423183;1;Кировский;34.29/16.0/5.1;20/25; Монолитный;2011672;Нет данных
237427182;1;Кировский;33.7/17.0/8.0;2/9; Панельный;2400000;Косметический
237429075;1;Кировский;30.0/18.0/5.0;9/9; Кирпичный;1500000;Косметический
237441853;1;Кировский;18.2/12.0;2/5; Кирпичный;1110000;Косметический
237443587;4;Самарский;261.5;5/6; Кирпичный;22000000;Евроремонт
237495851;3;Самарский;89.6/32.7;6/8; Кирпичный;8900000;Косметический
237513447;1;Железнодорожный;37.6/18.0;5/9; Кирпичный;2400000;Без ремонта
237535407;2;Промышленный;36.0/29.0/5.0;5/9; Кирпичный;1500000;Косметический
237536688;2;Промышленный;35.0/28.0/5.0;6/9; Кирпичный;1550000;Косметический
237597194;2;Ленинский;94.3/44.8/21.3;6/25; Монолитный;8958500;Нет данных
237597195;3;Ленинский;106.5/56.1/16.7;16/25; Монолитный;10650000;Нет данных
237597196;1;Ленинский;48.9/18.2/16.7;23/25; Монолитный;6357000;Нет данных
237597198;2;Ленинский;94.3/44.8/21.3;23/25; Монолитный;12259000;Нет данных
237597199;1;Ленинский;49.7/22.3/12.4;23/25; Монолитный;6461000;Нет данных
237597201;1;Ленинский;48.5/22.4/11.0;23/25; Монолитный;6305000;Нет данных
237597202;3;Ленинский;106.5/56.1/16.7;23/25; Монолитный;13845000;Нет данных
237597203;1;Ленинский;41.3/17.0/11.0;23/25; Монолитный;5369000;Нет данных
237597206;1;Ленинский;48.5/22.4/11.0;6/25; Монолитный;4607500;Нет данных
237597207;2;Ленинский;73.2/39.2/10.9;23/25; Монолитный;9516000;Нет данных
237597243;1;Ленинский;48.9/18.2/16.7;17/25; Монолитный;4890000;Нет данных
237597244;2;Ленинский;94.3/44.8/21.3;3/25; Монолитный;8958500;Нет данных
237597246;2;Ленинский;94.3/44.8/21.3;17/25; Монолитный;9430000;Нет данных
237615426;3;Куйбышевский;90.5/53.8/14.0;3/24; Монолитный;3350000;Нет данных
237633676;3;Ленинский;73.4/49.7/9.0;4/5; Кирпичный;3799000;Без ремонта
237638485;3;Промышленный;118.0/87.0/13.8;3/15; Кирпичный;8000000;Дизайнерский
237650017;1;Самарский;27.4/16.8/5.3;2/2;Нет данных;1550000;Косметический
237696456;3;Ленинский;136.0/100.0/20.0;4/8; Монолитно-кирпичный;12900000;Евроремонт
237709025;2;Октябрьский;76.0/37.0/17.0;5/18; Кирпичный;5850000;Евроремонт
237716322;1;Октябрьский;47.3/19.9/10.6;2/4; Монолитный;3311000;Нет данных
237716323;1;Октябрьский;47.6/19.9/12.3;3/4; Монолитный;3569242;Нет данных
237716325;1;Октябрьский;47.7/19.9/11.1;2/4; Монолитный;3339000;Нет данных
237716326;1;Октябрьский;49.9/22.8/11.3;4/4; Монолитный;4093000;Нет данных
237716329;1;Октябрьский;55.5/19.4/13.5;2/4; Монолитный;3885000;Нет данных
237716333;1;Октябрьский;58.8/18.5/20.9;3/4; Монолитный;4116000;Нет данных
237718941;3;Железнодорожный;54.4/40.0/8.0;4/5; Кирпичный;3250000;Косметический
237722623;3;Кировский;90.9/45.7/17.5;24/24; Монолитный;4954050;Нет данных
237722626;2;Кировский;67.3/27.6/17.3;21/24; Монолитный;3465950;Нет данных
237722627;2;Кировский;65.8/27.4/16.6;19/24; Монолитный;3849300;Нет данных
237722631;2;Кировский;65.1/27.7/17.4;18/24; Монолитный;3613050;Нет данных
237722632;2;Кировский;69.1/27.5/17.4;23/24; Монолитный;3510280;Нет данных
237722634;2;Кировский;67.4/27.4/17.3;22/24; Монолитный;3693520;Нет данных
237722635;2;Кировский;67.7/27.5/17.3;20/24; Монолитный;3709960;Нет данных
237722636;2;Кировский;64.9;19/24; Монолитный;3556520;Нет данных
237722637;1;Кировский;39.84;17/24; Монолитный;2312712;Нет данных
237722639;2;Кировский;68.66;24/24; Монолитный;3515392;Нет данных
237722645;1;Кировский;48.98/16.3/13.4;10/25; Монолитный;2769819;Нет данных
237722646;1;Кировский;49.53/21.5/14.5;13/25; Монолитный;3048572;Нет данных
237722647;1;Кировский;53.55/21.5/14.5;25/25; Монолитный;3349553;Нет данных
237722648;1;Кировский;45.48/21.1/11.0;7/25; Монолитный;2526414;Нет данных
237722651;1;Кировский;46.5/22.9/10.6;13/25; Монолитный;2559825;Нет данных
237722652;2;Кировский;55.7/24.1/12.5;6/25; Монолитный;3038435;Нет данных
237722653;2;Кировский;55.71/24.1/12.5;8/25; Монолитный;3345386;Нет данных
237722654;2;Кировский;62.41/29.8/10.1;10/25; Монолитный;3747721;Нет данных
237722656;3;Кировский;81.75/44.1/11.4;25/25; Монолитный;4786463;Нет данных
237722657;3;Кировский;84.13/39.0/12.9;25/25; Монолитный;4463097;Нет данных
237722658;3;Кировский;83.15/39.0/12.9;25/25; Монолитный;4411108;Нет данных
237722664;1;Кировский;33.75/13.6/9.4;14/25; Монолитный;2077313;Нет данных
237722666;1;Кировский;37.32/14.2/11.2;13/25; Монолитный;2297046;Нет данных
237722667;1;Кировский;40.54/9.1/15.1;5/25; Монолитный;2292537;Нет данных
237722669;1;Кировский;41.5/17.0/11.8;9/25; Монолитный;2367575;Нет данных
237722670;1;Кировский;41.98/9.1/16.3;20/25; Монолитный;2457929;Нет данных
237722672;2;Кировский;52.37/24.9/14.9;15/25; Монолитный;2909154;Нет данных
237722673;2;Кировский;54.3/22.3/14.1;4/25; Монолитный;2989215;Нет данных
237722675;2;Кировский;55.99/25.5/16.6;7/25; Монолитный;3082250;Нет данных
237722676;2;Кировский;56.39/25.9/16.6;19/25; Монолитный;3188855;Нет данных
237722678;2;Кировский;57.3/31.3/12.9;7/25; Монолитный;3412215;Нет данных
237722679;2;Кировский;57.44/25.7/12.9;14/25; Монолитный;3449272;Нет данных
237722681;3;Кировский;79.18/42.7/12.9;25/25; Монолитный;4358859;Нет данных
237722682;3;Кировский;76.52/40.3/17.1;25/25; Монолитный;4212426;Нет данных
237736070;1;Кировский;30.0/17.3/6.4;1/5;Нет данных;1500000;Косметический
237736091;1;Промышленный;34.0;2/9;Нет данных;1950000;Косметический
237771187;3;Самарский;99.8;4/6;Нет данных;7300000;Нет данных
237777440;2;Кировский;43.1/27.4/7.6;8/9; Панельный;2450000;Нет данных
237778133;4;Самарский;215.4/105.5/10.5;7/7; Кирпичный;16500000;Евроремонт
237840922;1;Куйбышевский;33.0/27.0;12/16; Монолитный;1530000;Без ремонта
237933494;5;Самарский;150.3/99.3/16.0;2/2; Кирпичный;5690000;Без ремонта
237952847;2;Железнодорожный;45.7/31.5/5.8;5/5; Кирпичный;2550000;Косметический
237977597;1;Кировский;13.0/9.0;5/5;Нет данных;800000;Косметический
237997445;1;Красноглинский;39.53/19.0/9.0;2/10; Кирпичный;1693861;Нет данных
237997446;1;Красноглинский;39.53/19.0/9.0;5/10; Кирпичный;1733391;Нет данных
237997447;1;Красноглинский;39.53/19.0/9.0;8/10; Кирпичный;1733391;Нет данных
237997450;1;Красноглинский;38.84/14.9/8.8;3/10; Кирпичный;1703134;Нет данных
237997454;2;Красноглинский;63.39/26.1/15.0;2/10; Кирпичный;2761889;Нет данных
237997456;2;Красноглинский;63.39/26.1/15.0;5/10; Кирпичный;2735279;Нет данных
237997459;2;Красноглинский;63.39/26.1/15.0;6/10; Кирпичный;2735279;Нет данных
237997461;1;Красноглинский;38.08/19.0/8.0;7/10; Кирпичный;1669808;Нет данных
237997463;1;Красноглинский;38.08/19.0/8.0;8/10; Кирпичный;1669808;Нет данных
237997465;1;Красноглинский;37.86/15.1/8.1;3/10; Кирпичный;1660161;Нет данных
237997468;1;Красноглинский;37.86/15.1/8.1;6/10; Кирпичный;1660161;Нет данных
237997472;1;Красноглинский;37.86/15.1/8.1;10/10; Кирпичный;1572305;Нет данных
237997474;1;Красноглинский;37.86/15.1/8.1;3/10; Кирпичный;1660161;Нет данных
237997476;1;Красноглинский;37.86/15.1/8.1;5/10; Кирпичный;1660161;Нет данных
237997483;1;Красноглинский;38.08/19.0/8.0;5/10; Кирпичный;1669808;Нет данных
237997486;1;Красноглинский;38.08/19.0/8.0;7/10; Кирпичный;1669808;Нет данных
237997489;1;Красноглинский;38.08/19.0/8.0;8/10; Кирпичный;1669808;Нет данных
237997496;3;Красноглинский;86.35/42.3/15.0;1/10; Кирпичный;3544668;Нет данных
237997497;3;Красноглинский;86.56/42.3/15.0;3/10; Кирпичный;3639848;Нет данных
237997501;3;Красноглинский;86.56/42.3/15.0;6/10; Кирпичный;3639848;Нет данных
237997502;3;Красноглинский;86.56/42.3/15.0;9/10; Кирпичный;3596568;Нет данных
237997507;2;Красноглинский;59.46/35.1/9.0;7/10; Кирпичный;2565699;Нет данных
237997512;1;Красноглинский;39.53/19.0/9.0;5/10; Кирпичный;1733391;Нет данных
237997513;1;Красноглинский;39.53/19.0/9.0;8/10; Кирпичный;1733391;Нет данных
237997517;1;Красноглинский;38.84/14.9/8.8;1/10; Кирпичный;1625454;Нет данных
237997523;1;Красноглинский;38.84/14.9/8.8;4/10; Кирпичный;1703134;Нет данных
237997527;1;Красноглинский;38.08/19.0/8.0;6/10; Кирпичный;1669808;Нет данных
237997532;1;Красноглинский;37.86/15.1/8.1;6/10; Кирпичный;1660161;Нет данных
237997535;1;Красноглинский;38.08/19.0/8.0;2/10; Кирпичный;1631728;Нет данных
237997539;1;Красноглинский;38.08/19.0/8.0;8/10; Кирпичный;1669808;Нет данных
237997540;3;Красноглинский;86.56/42.3/15.0;5/10; Кирпичный;3639848;Нет данных
237997542;3;Красноглинский;86.56/42.3/15.0;7/10; Кирпичный;3639848;Нет данных
237997544;3;Красноглинский;86.56/42.3/15.0;9/10; Кирпичный;3596568;Нет данных
237997547;3;Красноглинский;86.29/42.3/15.0;10/10; Кирпичный;3542205;Нет данных
237997550;2;Красноглинский;59.46/35.1/9.0;3/10; Кирпичный;2565699;Нет данных
237997554;1;Красноглинский;39.53/19.0/9.0;4/10; Кирпичный;1733391;Нет данных
237997558;2;Красноглинский;63.39/26.1/15.0;3/10; Кирпичный;2735279;Нет данных
237997559;2;Красноглинский;63.39/26.1/15.0;10/10; Кирпичный;2597388;Нет данных
237997561;1;Красноглинский;38.08/19.0/8.0;3/10; Кирпичный;1669808;Нет данных
237997564;1;Красноглинский;37.86/15.1/8.1;3/10; Кирпичный;1660161;Нет данных
237997570;1;Красноглинский;38.88/14.9/8.8;1/10; Кирпичный;1627128;Нет данных
237997579;3;Красноглинский;86.56/42.3/15.0;8/10; Кирпичный;3639848;Нет данных
237997580;2;Красноглинский;59.46/35.1/9.0;3/10; Кирпичный;2565699;Нет данных
237997581;2;Красноглинский;59.46/35.1/9.0;10/10; Кирпичный;2446779;Нет данных
238098165;3;Промышленный;63.7/38.7/7.3;2/9; Кирпичный;3250000;Косметический
238129814;3;Промышленный;73.5/51.5/8.6;1/2; Кирпичный;2350000;Дизайнерский
238131349;2;Железнодорожный;44.0/29.0/5.0;5/5; Панельный;2500000;Косметический
238137209;2;Октябрьский;47.2;7/9;Нет данных;3300000;Нет данных
238196081;3;Самарский;50.9/36.4/10.0;2/2; Деревянный;2300000;Без ремонта
238196084;3;Железнодорожный;42.5/29.0/6.0;3/3; Кирпичный;1950000;Косметический
238196260;2;Красноглинский;43.7/28.2/6.1;2/5; Кирпичный;1750000;Без ремонта
238196941;2;Ленинский;52.5/31.7/7.8;2/6; Кирпичный;5000000;Косметический
238196958;1;Промышленный;50.0/30.0/12.0;6/18; Кирпичный;3649000;Косметический
238199242;1;Советский;47.0;4/32; Монолитный;2180000;Нет данных
238216679;1;Советский;47.1/22.0/10.2;16/17; Кирпичный;3050000;Нет данных
238216737;2;Куйбышевский;63.03/31.0/13.0;4/24; Монолитный;2990648;Нет данных
238216783;3;Куйбышевский;79.15/41.0/13.0;2/24; Монолитный;3660287;Нет данных
238216785;2;Куйбышевский;64.17/31.0/14.0;2/24; Монолитный;2864604;Нет данных
238216809;3;Куйбышевский;78.03/44.0/11.0;12/24; Монолитный;3344087;Нет данных
238216811;3;Куйбышевский;89.56/48.0/16.0;13/24; Монолитный;4141697;Нет данных
238216864;2;Куйбышевский;67.16/32.0/15.0;6/24; Монолитный;3227006;Нет данных
238216876;2;Куйбышевский;60.9/31.0/15.0;5/24; Монолитный;2931902;Нет данных
238237293;1;Железнодорожный;30.8/17.8/6.3;5/5;Нет данных;2352000;Косметический
238237304;2;Железнодорожный;44.0/30.0/5.5;4/5;Нет данных;2390000;Косметический
238241568;2;Самарский;42.0/29.0/6.0;1/2; Деревянный;1100000;Без ремонта
238253660;1;Красноглинский;39.53/19.0/9.0;7/10; Кирпичный;1733391;Нет данных
238253666;1;Красноглинский;38.08/19.0/8.0;2/10; Кирпичный;1631728;Нет данных
238253672;1;Красноглинский;38.08/19.0/8.0;6/10; Кирпичный;1669808;Нет данных
238253677;3;Красноглинский;86.56/42.3/15.0;5/10; Кирпичный;3639848;Нет данных
238253681;2;Красноглинский;59.46/35.1/9.0;3/10; Кирпичный;2565699;Нет данных
238324511;1;Промышленный;34.7;8/9;Нет данных;1650000;Косметический
238328297;2;Железнодорожный;56.5/30.0/10.0;5/22; Монолитно-кирпичный;4400000;Евроремонт
238344779;3;Промышленный;89.3;4/4;Нет данных;8000000;Нет данных
238346322;1;Самарский;27.0/14.2/5.0;2/2;Нет данных;1750000;Нет данных
238346324;5;Самарский;152.0/107.0/15.0;5/5;Нет данных;10000000;Нет данных
238358584;1;Кировский;29.0/15.0/8.0;3/9; Панельный;1250000;Косметический
238379521;2;Промышленный;42.0/29.0/7.0;2/3;Нет данных;1600000;Нет данных
238439200;4;Кировский;76.0/49.0/9.0;5/10; Кирпичный;4149000;Нет данных
